No,자치구,충전소주소,경도,위도,상태
245,동대문구,서울특별시 동대문구 답십리로 130,127.0515818,37.5715033,정좌표
246,동대문구,서울특별시 동대문구 답십리로 130,127.0515818,37.5715033,정좌표
247,동대문구,서울특별시 동대문구 휘경동 366,127.0686673,37.58740106,정좌표
248,동대문구,서울특별시 동대문구 답십리동 한천로37길 33,127.0644652,37.57598852,정좌표
249,동대문구,서울특별시 동대문구 망우로 18나길 20,127.061473,37.58738958,정좌표
250,동대문구,서울특별시 동대문구 휘경동 망우로20길 86,127.0665747,37.5904876,정좌표
251,동대문구,서울특별시 동대문구 이문동 한천로58길 47,127.0678427,37.60123521,정좌표
252,동대문구,서울특별시 동대문구 장안동 장안벚꽃로1길 7,127.0761842,37.57650997,정좌표
253,동대문구,서울특별시 동대문구 전농동 10,127.0604403,37.57663285,정좌표
254,동대문구,서울특별시 동대문구 답십리동 80,127.0597194,37.57447056,정좌표
255,동대문구,서울특별시 동대문구 회기동 1-1,127.0554546,37.59206389,정좌표
256,동대문구,서울특별시 동대문구 휘경동 52,127.0741637,37.58165547,정좌표
257,동대문구,서울특별시 동대문구 휘경동 57,127.0707214,37.582978,정좌표
258,동대문구,서울특별시 동대문구 답십리동 465-18,127.0480699,37.57054887,인근좌표
378,성북구,서울특별시 성북구 안암동5가 1-2 (고려대학교안암캠퍼스),127.0323476,37.58874032,정좌표
379,성북구,서울특별시 성북구 안암동5가 126-16 (고려대학교안암캠퍼스),127.0262999,37.58424237,정좌표
380,성북구,서울특별시 성북구 정릉동 861-1,126.9965501,37.6111353,정좌표
381,성북구,서울특별시 성북구 돈암동 643,127.0228207,37.60047359,정좌표
382,성북구,서울특별시 성북구 길음동 1283,127.0228676,37.60625971,정좌표
383,성북구,서울특별시 성북구 장위동 317,127.0469755,37.62053741,정좌표
384,성북구,서울특별시 성북구 하월곡동 224,127.0413672,37.5964261,정좌표
385,성북구,서울특별시 성북구 돈암동 603,127.0101861,37.59754934,정좌표
386,성북구,서울특별시 성북구 돈암동 524,127.0124787,37.60072402,정좌표
387,성북구,서울특별시 성북구 돈암동 1-3,127.028559,37.60410963,정좌표
388,성북구,서울특별시 성북구 하월곡동 88-387,127.0305435,37.60740486,인근좌표
389,성북구,서울특별시 성북구 석관동 410,127.0633942,37.60611819,정좌표
390,성북구,서울특별시 성북구 보문동4가 116,127.020943,37.58413423,정좌표
391,성북구,서울특별시 성북구 돈암동 636,127.0177638,37.59786226,정좌표
392,성북구,서울특별시 성북구 삼선동3가 116,127.0116176,37.5873022,정좌표
393,성북구,서울특별시 성북구 삼선동2가 425,127.0133566,37.58348315,정좌표
394,성북구,서울특별시 성북구 삼선동2가 294-8,127.0106451,37.58373723,정좌표
395,성북구,서울특별시 성북구 석관동 10,127.0686795,37.61264649,정좌표
396,성북구,서울특별시 성북구 상월곡동 101,127.0453979,37.60788997,정좌표
397,성북구,서울특별시 성북구 정릉동 1035,127.0194081,37.59998557,정좌표
398,성북구,서울특별시 성북구 정릉동 1028,127.0101783,37.61518491,정좌표
399,성북구,서울특별시 성북구 정릉동 239,127.0072787,37.61857609,정좌표
400,성북구,서울특별시 성북구 종암동 80,127.0301292,37.60097787,정좌표
401,성북구,서울특별시 성북구 동소문동7가 23,127.0141221,37.59516488,정좌표
467,영등포구,서울특별시 영등포구 여의도동 1,126.9153568,37.53104751,정좌표
468,영등포구,서울특별시 영등포구 여의도동 21,126.930259,37.52753388,정좌표
469,영등포구,서울특별시 영등포구 문래동3가 80,126.8930304,37.51972498,정좌표
470,영등포구,서울특별시 영등포구 당산동2가 16-1,126.8929924,37.52115745,정좌표
471,영등포구,서울특별시 영등포구 대림동 608-1,126.8955891,37.50552133,정좌표
472,영등포구,서울특별시 영등포구 대림동 870,126.903416,37.49111657,정좌표
473,영등포구,서울특별시 영등포구 대림동 780,126.8946795,37.49967843,정좌표
474,영등포구,서울특별시 영등포구 여의도동 의사당대로 127,126.9264066,37.52024045,정좌표
475,영등포구,서울특별시 영등포구 문래동3가 93-1,126.892435,37.51838675,정좌표
476,영등포구,서울특별시 영등포구 문래동3가 97,126.8975905,37.51906224,정좌표
477,영등포구,서울특별시 영등포구 문래동3가 당산로4길 12,126.8965174,37.51678238,정좌표
478,영등포구,서울특별시 영등포구 신길동 대방천로14길 34,126.9101948,37.49592088,정좌표
479,영등포구,서울특별시 영등포구 영등포로 351,126.9186446,37.51571936,정좌표
480,영등포구,서울특별시 영등포구 신길동 신길로 119,126.9094419,37.5033578,정좌표
481,영등포구,서울특별시 영등포구 신길동 가마산로79길 7,126.914597,37.50513894,정좌표
482,영등포구,서울특별시 영등포구 양평동5가 76,126.8920786,37.54010319,정좌표
483,영등포구,서울특별시 영등포구 신길동 4945,126.9081422,37.50490925,정좌표
484,영등포구,서울특별시 영등포구 도림동 도영로 66,126.9006678,37.50975269,정좌표
485,영등포구,서울특별시 영등포구 경인로 878,126.9102704,37.51731938,정좌표
507,은평구,서울특별시 은평구 진관동 65-31,126.9200145,37.64029991,정좌표
508,은평구,서울특별시 은평구 통일로 659,126.9336672,37.60552692,정좌표
509,은평구,서울특별시 은평구 갈현로7길 49,126.9052265,37.60417922,정좌표
510,은평구,서울특별시 은평구 백련산로 90,126.9237628,37.59420556,정좌표
511,은평구,서울특별시 은평구 진관동 진관2로 57-7,126.923033,37.63497733,정좌표
512,은평구,서울특별시 은평구 진관동 62,126.9186525,37.64147786,정좌표
513,은평구,서울특별시 은평구 녹번동 153-1,126.9230414,37.60570162,정좌표
514,은평구,"서울특별시 은평구 불광천길 436 (응암동, 응암공영주차장)",126.9153826,37.5934714,정좌표
515,은평구,서울특별시 은평구 역촌동 9-54,126.9157327,37.6062032,정좌표
530,중구,서울특별시 중구 만리동1가 231,126.9669287,37.5558814,정좌표
531,중구,서울특별시 중구 장충동2가 산 14-67,127.0001054,37.55286012,정좌표
532,중구,서울특별시 중구 소공로 35,126.9817441,37.55822445,정좌표
533,중구,서울특별시 중구 충무로4가 퇴계로 235,126.9978246,37.56251459,정좌표
534,중구,서울특별시 중구 회현동1가 산 1-19,126.9840654,37.55655892,정좌표
535,중구,"서울특별시 중구 다산로 32 1동,21동,31동",127.0088734,37.54949484,정좌표
536,중구,서울특별시 중구 순화동 서소문로9길 28,126.9704489,37.56331318,정좌표
537,중구,서울특별시 중구 을지로 281,127.0115868,37.56705987,정좌표
538,중구,서울특별시 중구 황학동 청계천로 400,127.0214631,37.57080937,정좌표
539,중구,"서울특별시 중구 세종대로 110 (태평로1가, 서울특별시시청)",126.9778302,37.56631933,정좌표
540,중구,서울특별시 중구 퇴계로 140,126.9874692,37.56065604,정좌표
541,중구,서울특별시 중구 남대문로 92,126.9833718,37.56527562,정좌표
542,중구,서울특별시 중구 소공로 63,126.9809781,37.56091729,정좌표
543,중구,서울특별시 중구 소공로 46,126.9832198,37.55941168,정좌표
544,중구,서울특별시 중구 다동 85-4,126.9820027,37.56817265,정좌표
545,중랑구,서울특별시 중랑구 동일로 862,127.0795428,37.6075903,정좌표
546,중랑구,서울특별시 중랑구 면목동 1081-1,127.0937971,37.58078002,정좌표
547,중랑구,서울특별시 중랑구 면목동 면목로37길 58,127.0831147,37.5802775,정좌표
548,중랑구,서울특별시 중랑구 면목동 사가정로42길 90,127.0816057,37.57810108,정좌표
549,중랑구,서울특별시 중랑구 면목동 동일로 483,127.0797475,37.57308749,정좌표
550,중랑구,서울특별시 중랑구 묵동 숙선옹주로 6-9,127.0778888,37.61484238,정좌표
551,중랑구,서울특별시 중랑구 묵동 동일로 932,127.0775574,37.61383962,정좌표
552,중랑구,서울특별시 중랑구 묵동 공릉로18길 59,127.082061,37.61894373,정좌표
553,중랑구,서울특별시 중랑구 상봉동 상봉중앙로1다길 21,127.0882906,37.59887693,정좌표
554,중랑구,서울특별시 중랑구 신내동 654,127.0932663,37.6140835,정좌표
555,중랑구,서울특별시 중랑구 상봉동 봉화산로 130,127.0890123,37.60309774,정좌표
556,중랑구,서울특별시 중랑구 상봉동 1,127.0935185,37.60398825,정좌표
557,중랑구,서울특별시 중랑구 신내동 신내역로1길 85,127.106373,37.61846959,정좌표
558,중랑구,서울특별시 중랑구 상봉동 485,127.0877479,37.60402408,정좌표
559,중랑구,서울특별시 중랑구 망우로62길 52-4,127.0982716,37.59677063,정좌표
560,중랑구,서울특별시 중랑구 망우동 망우로75길 19,127.1044945,37.60193608,정좌표
561,중랑구,서울특별시 중랑구 망우동 양원역로 6,127.1083644,37.60119528,정좌표
562,중랑구,서울특별시 중랑구 중화동 29-2,127.0816218,37.60272167,정좌표
563,중랑구,서울특별시 중랑구 상봉동 81-5,127.0911553,37.59709424,정좌표
